text,Class,clean_text
"මම උඹට වඳින්නෙ මෙතනදි... මට ලැජ්ජයි බන් දෙමාපියන්ගෙන් ලැබුණු මේ තරම් ජීවිතය හැඩ ගස්සවන බෞද්ධ දර්ශනය තවම හරිහැටි පිලිපදින්නෙ නැති එකට... ඊට වඩා ලැජ්ජයි, උඹ හසුරවන විදියට...",Hatespeech,"මම උඹට වඳින්නෙ මෙතනදි... මට ලැජ්ජයි බන් දෙමාපියන්ගෙන් ලැබුණු මේ තරම් ජීවිතය හැඩ ගස්සවන බෞද්ධ දර්ශනය තවම හරිහැටි පිලිපදින්නෙ නැති එකට... ඊට වඩා ලැජ්ජයි, උඹ හසුරවන විදියට..."
දහම විකුර්ති කරනව කියන අය කොහොමද දහමට සූත්‍රයට විනයට ගලපා බලන්නෙ. දහම් අවබෝධයක් තිබෙන කෙනෙකුට පමනයි ගැලපීම ට හැකියාව තිබෙන්නේ,Hatespeech,දහම විකුර්ති කරනව කියන අය කොහොමද දහමට සූත්රයට විනයට ගලපා බලන්නෙ. දහම් අවබෝධයක් තිබෙන කෙනෙකුට පමනයි ගැලපීම ට හැකියාව තිබෙන්නේ
ඔය ප්‍රශ්නෙත් මම ඇහුව… දහම් අවබෝධයක් නැති කෙනෙක් කොහොමද සූත්‍රයට ධර්මයට ගලපන්නෙ කියල.. ඒකට තමයි තුන්වෙනි එක තියෙන්නෙ කිව්වා.. විනයට ගලපන එක.. රාග විනය ද්වේශ විනය මෝහ විනය.. ඒක ඔළුවක් මොලයක් තියෙන ඕන කෙනෙකුට කරන්න පුළුවන් දෙයක්..,Hatespeech,ඔය ප්රශ්නෙත් මම ඇහුව… දහම් අවබෝධයක් නැති කෙනෙක් කොහොමද සූත්රයට ධර්මයට ගලපන්නෙ කියල.. ඒකට තමයි තුන්වෙනි එක තියෙන්නෙ කිව්වා.. විනයට ගලපන එක.. රාග විනය ද්වේශ විනය මෝහ විනය.. ඒක ඔළුවක් මොලයක් තියෙන ඕන කෙනෙකුට කරන්න පුළුවන් දෙයක්..
"ඔය ගොං කතා නෙමෙයි, මම උඩින් ප්‍රශ්නයක් ඇහුවා.. ඒක තෝලර දෙන්න.. නැත්තං පිංවත් ලොකු මුදලාලිගෙන් හරි අහල ඇවිත් කියන්න…",Hatespeech,"ඔය ගොං කතා නෙමෙයි, මම උඩින් ප්රශ්නයක් ඇහුවා.. ඒක තෝලර දෙන්න.. නැත්තං පිංවත් ලොකු මුදලාලිගෙන් හරි අහල ඇවිත් කියන්න…"
පඩුවෙ ඉන්න දෙන්නේ නෑ ..මාමේ මුන් උබට.නිදොස් කොට නිදහස් කරානම් ..තව නඩු කොහෙන් එනවද....???ාහෝ නීතියෙ දෙවගන...,Hatespeech,පඩුවෙ ඉන්න දෙන්නේ නෑ ..මාමේ මුන් උබට.නිදොස් කොට නිදහස් කරානම් ..තව නඩු කොහෙන් එනවද....???ාහෝ නීතියෙ දෙවගන...
සාධාරණය ගැන කතා කරන ලොකු උදවියට මේවා පෙන්නේ නැද්ද දෙයියනේ ?? මේ ගෙවන අන්තිම කාලේ හරි එයාට සතුටෙන් ඉන්න පුලුවන් වාතවරණයක් තිබ්බා නම්.එත්.......,Hatespeech,සාධාරණය ගැන කතා කරන ලොකු උදවියට මේවා පෙන්නේ නැද්ද දෙයියනේ ?? මේ ගෙවන අන්තිම කාලේ හරි එයාට සතුටෙන් ඉන්න පුලුවන් වාතවරණයක් තිබ්බා නම්.එත්.......
.අසරන මනුසයෙක් කන්න නැතිව ගස් ගේඩ්‍ යක් කඩන් කැවොත් උන් හොරු ....අසරන මනුසයෙක් මුනවල් ඇරලා ලොකු කමට ඇදන් යන්නේ ලොකු එකා කරනම් උන්ගේ මුනවල් වහල යන් සර් කියල පොලිස් බල්ලෝ පස්සේන් යන්නෙ...,Hatespeech,.අසරන මනුසයෙක් කන්න නැතිව ගස් ගේඩ් යක් කඩන් කැවොත් උන් හොරු ....අසරන මනුසයෙක් මුනවල් ඇරලා ලොකු කමට ඇදන් යන්නේ ලොකු එකා කරනම් උන්ගේ මුනවල් වහල යන් සර් කියල පොලිස් බල්ලෝ පස්සේන් යන්නෙ...
මුන්ගේ අප්පගේ රටක් මෙක දැන් .කො යකෝ දේයියෝ බුදුන්...,Hatespeech,මුන්ගේ අප්පගේ රටක් මෙක දැන් .කො යකෝ දේයියෝ බුදුන්...
පාලකයො කියන හැත්ත ඉවරයක් කරල දැම්මනම් හැමදේම විසදේවි රටේ. මෙච්චර කතා කරන්න අය ඉන්න රටේ එක නිර්භීත හිතක් තිබුනනම් ඔය හරක් ගාල මරාගෙන මැරෙන්න පුලුවන්,Hatespeech,පාලකයො කියන හැත්ත ඉවරයක් කරල දැම්මනම් හැමදේම විසදේවි රටේ. මෙච්චර කතා කරන්න අය ඉන්න රටේ එක නිර්භීත හිතක් තිබුනනම් ඔය හරක් ගාල මරාගෙන මැරෙන්න පුලුවන්
කම්බහොරු නිදැල්ලේ ඉද්දි අවුරුදු ගානක් සිරබත් කාලා හෙම්බත් උනු මිනිහෙක්ව අල්ලලා මහාවීරකමක් කරා වගේ ආයිත් හිරේට දානවා.නොදකින් කාලකණ්ණි ..,Hatespeech,කම්බහොරු නිදැල්ලේ ඉද්දි අවුරුදු ගානක් සිරබත් කාලා හෙම්බත් උනු මිනිහෙක්ව අල්ලලා මහාවීරකමක් කරා වගේ ආයිත් හිරේට දානවා.නොදකින් කාලකණ්ණි ..
ඇප දෙනවනම් මමත් දෙනවා. ගාන කීයද බලලා මේ රටක් වටින මනුස්සයව බේර ගන්න ඕනේ. කාලකන්නි සක්කිලි රටේ හොද මිනිහෙක්ට ඉන්න නැති හැටි.,Hatespeech,ඇප දෙනවනම් මමත් දෙනවා. ගාන කීයද බලලා මේ රටක් වටින මනුස්සයව බේර ගන්න ඕනේ. කාලකන්නි සක්කිලි රටේ හොද මිනිහෙක්ට ඉන්න නැති හැටි.
දැන් අපෙන් ගත්ත වරාය අපිට දීපන් ආය.,Hatespeech,දැන් අපෙන් ගත්ත වරාය අපිට දීපන් ආය.
ලෝකේ ඉස්සරහ නෝන්ඩි නොවී බේරුනා..බලපන් මචංලා අපේ පාර්ලිමේන්තුවේ හොරු ටික අපේ රට කෑවත් අපිට එකතු වෙලා වැඩ කලොත් මේ රට හදන්න පුලුවන්,Hatespeech,ලෝකේ ඉස්සරහ නෝන්ඩි නොවී බේරුනා..බලපන් මචංලා අපේ පාර්ලිමේන්තුවේ හොරු ටික අපේ රට කෑවත් අපිට එකතු වෙලා වැඩ කලොත් මේ රට හදන්න පුලුවන්
"මූ පෝස්ට් එක දැක්ක ගමන් ගෙනත් දෙන්න ඇත්තේ සල්ලි බලාගෙන බන්...නැත්නම් ජීවිතේට දෙන්නේ නෑ...ගෙනත් දුන්නට සල්ලි ගත්ත එකනම් අනුමත කරන්න බෑ...ලැප් එක,අනිත් දේවල් හම්බ උන එක ලොකු දෙයක් තමා...සල්ලි නොගත්තනම් වටිනාකම කියලා වැඩක් නෑ...",Hatespeech,"මූ පෝස්ට් එක දැක්ක ගමන් ගෙනත් දෙන්න ඇත්තේ සල්ලි බලාගෙන බන්...නැත්නම් ජීවිතේට දෙන්නේ නෑ...ගෙනත් දුන්නට සල්ලි ගත්ත එකනම් අනුමත කරන්න බෑ...ලැප් එක,අනිත් දේවල් හම්බ උන එක ලොකු දෙයක් තමා...සල්ලි නොගත්තනම් වටිනාකම කියලා වැඩක් නෑ..."
විශිෂ්ටයි..ලංකාවේ මිනිස්සු හොඳයි ..උන්ටත් හොරකම පුරුදු කරන්නේ අමන දේශපාලුවෝ ..,Hatespeech,විශිෂ්ටයි..ලංකාවේ මිනිස්සු හොඳයි ..උන්ටත් හොරකම පුරුදු කරන්නේ අමන දේශපාලුවෝ ..
ලැජ්ජා නැති බල්ලෝ...,Hatespeech,ලැජ්ජා නැති බල්ලෝ...
මුන් වගේ එවුන්‍ට චන්දේ දෙන්නත් එවුන් ඉන්නවනේ ඉතින්,Hatespeech,මුන් වගේ එවුන්ට චන්දේ දෙන්නත් එවුන් ඉන්නවනේ ඉතින්
අර එකෙක් පුටු වගයක් ගෙන්නලා එක පුටුවක් ලක්ශ හයාමාර ගානේ මුන්ට චන්දේ දෙන එවුන් කාපල්ලා තනකොල මි හරක්. මුන්ට ගහනවා වගෙම උන්ටත් ගහන්න ඕන ලග්දිම දුවන්න ඉලගට දොස්තරලත් දෙන්නම ඕන ඔය ගොබ්බ වැඩේ කරන දොස්තරලා කියලා මිනිස්සු මරන දොස්තරලට.,Hatespeech,අර එකෙක් පුටු වගයක් ගෙන්නලා එක පුටුවක් ලක්ශ හයාමාර ගානේ මුන්ට චන්දේ දෙන එවුන් කාපල්ලා තනකොල මි හරක්. මුන්ට ගහනවා වගෙම උන්ටත් ගහන්න ඕන ලග්දිම දුවන්න ඉලගට දොස්තරලත් දෙන්නම ඕන ඔය ගොබ්බ වැඩේ කරන දොස්තරලා කියලා මිනිස්සු මරන දොස්තරලට.
මුන්ට ගෑනු දෙතුන් දෙනෙක් ඉන්නවා....ඒ හින්ද කොච්චර පඩි දුන්නත් මදි ......නවතින නවතින තැන ගෑනු .....,Hatespeech,මුන්ට ගෑනු දෙතුන් දෙනෙක් ඉන්නවා....ඒ හින්ද කොච්චර පඩි දුන්නත් මදි ......නවතින නවතින තැන ගෑනු .....
හැමෝම එක වගේ නෑ...හැම ජාතියකම හොද මිනිස්සු ඉන්නවා....සිංහල ජාතීයේ තමයි හොයන්න අමාරූ.....,Hatespeech,හැමෝම එක වගේ නෑ...හැම ජාතියකම හොද මිනිස්සු ඉන්නවා....සිංහල ජාතීයේ තමයි හොයන්න අමාරූ.....
කොහොමත් උබේ නම හිතට එකගව දාන්න බෑ... මහින්දගේ නම දාන්න බෑ. තොපි කුහකයි...ඉතිං ඉංජිනේරුවගේ නම දාපිය.. කව්රුවත් නෙමෙයි ඕක හැදුවේ අපි.,Hatespeech,කොහොමත් උබේ නම හිතට එකගව දාන්න බෑ... මහින්දගේ නම දාන්න බෑ. තොපි කුහකයි...ඉතිං ඉංජිනේරුවගේ නම දාපිය.. කව්රුවත් නෙමෙයි ඕක හැදුවේ අපි.
අපි ණය ගෙවනවනම් ඒක වෙන උන් හදන්න බෑනේ. තොපිකාලා ඇදලා ඉන්නෙත් අපේ සල්ලි ලැජ්ජයි තොපි ගැන,Hatespeech,අපි ණය ගෙවනවනම් ඒක වෙන උන් හදන්න බෑනේ. තොපිකාලා ඇදලා ඉන්නෙත් අපේ සල්ලි ලැජ්ජයි තොපි ගැන
මහින්ද හදපුවගෙ නම් මාරු කර කර හිටපං හිටං,Hatespeech,මහින්ද හදපුවගෙ නම් මාරු කර කර හිටපං හිටං
"මහින්ද කළා කියන වහල්ලු, මොරගහකන්ද ජලාශය ඉදි කරන්න මහින්ද කළ ටික කියනවද?",Hatespeech,"මහින්ද කළා කියන වහල්ලු, මොරගහකන්ද ජලාශය ඉදි කරන්න මහින්ද කළ ටික කියනවද?"
ලැජ්ජයි රටේ පාලකය විධියට මෙවැනි ගජබින්න කෙලිනඑකගැන.,Hatespeech,ලැජ්ජයි රටේ පාලකය විධියට මෙවැනි ගජබින්න කෙලිනඑකගැන.
ලංකාවට කිසිම පාලනයක් අවශ්‍ය නැ. මිනිස්සු තමන්ගේ පාඩුවේ හැමදේම කරද්දි කාලකන්නි අපේම සල්ලි වලින් අපිට අරිනවා. දකින තැන ගහලා එලවන සමාජයක් බිහිෙවනකන් මෙව්වා මෙහෙම තමයි,Hatespeech,ලංකාවට කිසිම පාලනයක් අවශ්ය නැ. මිනිස්සු තමන්ගේ පාඩුවේ හැමදේම කරද්දි කාලකන්නි අපේම සල්ලි වලින් අපිට අරිනවා. දකින තැන ගහලා එලවන සමාජයක් බිහිෙවනකන් මෙව්වා මෙහෙම තමයි
උන්ට බම්බු ගහන්න කියලා අපි ඌට farewell එකක් දෙමු...,Hatespeech,උන්ට බම්බු ගහන්න කියලා අපි ඌට farewell එකක් දෙමු...
හෙන ගහන්නෙත් නෑ බන් ඕකුන්ට...,Hatespeech,හෙන ගහන්නෙත් නෑ බන් ඕකුන්ට...
ඔට්ටුපාලයා ඕකත් මේ ගේම් එකේ යට ඉන්නවා ඉන්දියන්කාරයෝ එක්ක ඉන්දියාව ඉස්සරහා අපි පීචන් කරන බ්‍රෝකර් තමා ඕකා.,Hatespeech,ඔට්ටුපාලයා ඕකත් මේ ගේම් එකේ යට ඉන්නවා ඉන්දියන්කාරයෝ එක්ක ඉන්දියාව ඉස්සරහා අපි පීචන් කරන බ්රෝකර් තමා ඕකා.
කවදාවත් සිංහල එකෙක් මේ රට හදන්නේ නෑ.. අනුකම්පා කරලා සුද්දෙක් ලංකාවේ පුරවැසි භාවය හිමිකරගෙන ඌ ජන්දේ ඉල්ලුවොත් මම අනිවාර්යයෙන් ඌට ජන්දේ දෙනවා..,Hatespeech,කවදාවත් සිංහල එකෙක් මේ රට හදන්නේ නෑ.. අනුකම්පා කරලා සුද්දෙක් ලංකාවේ පුරවැසි භාවය හිමිකරගෙන ඌ ජන්දේ ඉල්ලුවොත් මම අනිවාර්යයෙන් ඌට ජන්දේ දෙනවා..
ඒකට මෙහෙ ඉන්න 225 නොදකින්,Hatespeech,ඒකට මෙහෙ ඉන්න 225 නොදකින්
ඒ තත්පර දෙක ඉඳලා බලල යන්නත් තිබ්බා,Hatespeech,ඒ තත්පර දෙක ඉඳලා බලල යන්නත් තිබ්බා
තමන්ගේ ජොබ් එක හරියටම කල මිනිස්සු. ලන්කාවේ රාජ්‍ය සේවකයන්ට ලොකු ආදර්ශයක්. රාජ්‍ය සේවක බූවල්ලගෙන් රට නිදහස් කර නොගත්තොත් කොයි නායකයා ආවත් අපේ රට හදන්න බෑ.,Hatespeech,තමන්ගේ ජොබ් එක හරියටම කල මිනිස්සු. ලන්කාවේ රාජ්ය සේවකයන්ට ලොකු ආදර්ශයක්. රාජ්ය සේවක බූවල්ලගෙන් රට නිදහස් කර නොගත්තොත් කොයි නායකයා ආවත් අපේ රට හදන්න බෑ.
හැම තැනකම හොර කම ..මේ රට මඩ වගුරක් කරලා මී හරක් ටිකක් එකතු වෙලා .....,Hatespeech,හැම තැනකම හොර කම ..මේ රට මඩ වගුරක් කරලා මී හරක් ටිකක් එකතු වෙලා .....
නියම හෙලයො,Hatespeech,නියම හෙලයො
ඕකුන් කවදාද හරි වැඩ කලේ..බලු හැත්ත...,Hatespeech,ඕකුන් කවදාද හරි වැඩ කලේ..බලු හැත්ත...
පාලකයො වෙනස් වෙන්නෑ කවදාවත් රටේ මිනිස්සු මේ වගේ ගොබිලන්ට ජන්දෙ නොදී ඉන්නවනම් ඉවරනේ,Hatespeech,පාලකයො වෙනස් වෙන්නෑ කවදාවත් රටේ මිනිස්සු මේ වගේ ගොබිලන්ට ජන්දෙ නොදී ඉන්නවනම් ඉවරනේ
මේවා වෙනස් නොවෙන්න තවත් පාතාලයන් දේශපාලුවන් විසින් නිර්මාණය කරනවා ඇරෙන්න මේ රටේ සාධාරණ සමාජයක් බිහි කිරීමට උන්ට කිසිම උවමනාවක් නැති කාලකන්නි ජාතියක්.,Hatespeech,මේවා වෙනස් නොවෙන්න තවත් පාතාලයන් දේශපාලුවන් විසින් නිර්මාණය කරනවා ඇරෙන්න මේ රටේ සාධාරණ සමාජයක් බිහි කිරීමට උන්ට කිසිම උවමනාවක් නැති කාලකන්නි ජාතියක්.
මුන්ව පත් කරපු උන්ට තණකොල දෙන්න ඕන බන්....මී හරක්...,Hatespeech,මුන්ව පත් කරපු උන්ට තණකොල දෙන්න ඕන බන්....මී හරක්...
"අපෝ...හැම පොන්න කටහඩකටම පට්ට,ලස්සනයි කියලා කමෙන්ට් දාන ගොන් වැස්සියෝ ටිකකුයි,රට හරක් ටිකකුයි හැමතැනම ඉන්නවානේ...තොපේ රසාස්වාදය ගැන හිතාගන්න පුලුවන්...මුන් වගේ ගොබ්බ ගායකයෝ හැමතැනම ඉන්නේ තොපි වගේ උන් නිසා තමා...",Hatespeech,"අපෝ...හැම පොන්න කටහඩකටම පට්ට,ලස්සනයි කියලා කමෙන්ට් දාන ගොන් වැස්සියෝ ටිකකුයි,රට හරක් ටිකකුයි හැමතැනම ඉන්නවානේ...තොපේ රසාස්වාදය ගැන හිතාගන්න පුලුවන්...මුන් වගේ ගොබ්බ ගායකයෝ හැමතැනම ඉන්නේ තොපි වගේ උන් නිසා තමා..."
මු නිකම් අයිසේජ් එකේ රූඩි වගේ මෝඩම හුකන්නෙක් බලු ජාන මුගෙ වැරැද්දක් නෑ අම්මගෙ වැරැද්ද,Hatespeech,මු නිකම් අයිසේජ් එකේ රූඩි වගේ මෝඩම හුකන්නෙක් බලු ජාන මුගෙ වැරැද්දක් නෑ අම්මගෙ වැරැද්ද
ලොකෙ ජරව කන හොදම පොලිසිය තියෙන්නෙ ලන්කවෙ යකො. ලොක්කො දක්කම දෙකට නෙමන. පොඩි මිනිස්සු ඉස්සරහ විරයො වෙන හොදම පොලිසිය ලන්කවෙ බ්න්,Hatespeech,ලොකෙ ජරව කන හොදම පොලිසිය තියෙන්නෙ ලන්කවෙ යකො. ලොක්කො දක්කම දෙකට නෙමන. පොඩි මිනිස්සු ඉස්සරහ විරයො වෙන හොදම පොලිසිය ලන්කවෙ බ්න්
දැන් වත් ඇස්කන් ඇරපල්ලා.. නිල ඇදුමේ වර්ණය වෙනස් කිරීම නොව. විශේෂ මෙහෙයුමකදී වත් ඔවුන්ට Body Amer වැනි ජීවිත ආරක්ෂාව තර කරන උපාංග ලබා දිය යුතු නොවේද.,Hatespeech,දැන් වත් ඇස්කන් ඇරපල්ලා.. නිල ඇදුමේ වර්ණය වෙනස් කිරීම නොව. විශේෂ මෙහෙයුමකදී වත් ඔවුන්ට Body Amer වැනි ජීවිත ආරක්ෂාව තර කරන උපාංග ලබා දිය යුතු නොවේද.
ඇයි ඵතන්ට ගියෙ දෙසපාලාකායො හොරකමි කරනවනමි. ඇයි මිනිස්සුන්ට ාහාරකමි කරන්න බැරිද.,Hatespeech,ඇයි ඵතන්ට ගියෙ දෙසපාලාකායො හොරකමි කරනවනමි. ඇයි මිනිස්සුන්ට ාහාරකමි කරන්න බැරිද.
"දැන් වත් ඇස් ඇරපල්ලා, පොලීසිය උබල දැන්වත් ඔය පාතාලේ ඉවර කර පල්ලා",Hatespeech,"දැන් වත් ඇස් ඇරපල්ලා, පොලීසිය උබල දැන්වත් ඔය පාතාලේ ඉවර කර පල්ලා"
ඔවුන් අවුරුද්දට හතර පස් වතාවක් බදිනවා. අපි ජීවිත කාලෙටම එකයි.,Hatespeech,ඔවුන් අවුරුද්දට හතර පස් වතාවක් බදිනවා. අපි ජීවිත කාලෙටම එකයි.
බල නොදැකපු දෙයක් කියන්නද..ඔතන ඔය කොල්ලට ගහනව තව ටිකක් වෙලා ගියානම්. අපේ මී හරක් හොයන්නෙ බලන්නෙ නැතුව කෙලිනව කෙල්ලෙක් නහයෙන් ඇඩුවනම්..,Hatespeech,බල නොදැකපු දෙයක් කියන්නද..ඔතන ඔය කොල්ලට ගහනව තව ටිකක් වෙලා ගියානම්. අපේ මී හරක් හොයන්නෙ බලන්නෙ නැතුව කෙලිනව කෙල්ලෙක් නහයෙන් ඇඩුවනම්..
මේකයි වැරැද්ද හොයල ඇත්තනම් අනිව එතනම් ඉවර කරන්න ඕනෙ..නැතුව හොයන්නෙ බලන් නැතුව වීරයො වෙන්න හිතන්න එපා. මුන් කලේ නාට්‍යක්.හැබැයි හැමදාම නාට්‍ය නෑ...,Hatespeech,මේකයි වැරැද්ද හොයල ඇත්තනම් අනිව එතනම් ඉවර කරන්න ඕනෙ..නැතුව හොයන්නෙ බලන් නැතුව වීරයො වෙන්න හිතන්න එපා. මුන් කලේ නාට්යක්.හැබැයි හැමදාම නාට්ය නෑ...
අනෙ හුකාපන් හුත්තො තොගෙ සිංදු ව ඇහුව විතරයි අපෙ බල්ලා ආගිය අතක් නැ.සියත් හිනාවෙලාම පන අදිනවා.,Hatespeech,අනෙ හුකාපන් හුත්තො තොගෙ සිංදු ව ඇහුව විතරයි අපෙ බල්ලා ආගිය අතක් නැ.සියත් හිනාවෙලාම පන අදිනවා.
දේශප්‍රේමී පුරවැසියෙක්ලු. ලංකාවේන් පිට ඉදන් පුක දෙනවද දන් නෑ,Hatespeech,දේශප්රේමී පුරවැසියෙක්ලු. ලංකාවේන් පිට ඉදන් පුක දෙනවද දන් නෑ
වේස මදුරුවෝ හුක*%#,Hatespeech,වේස මදුරුවෝ හුක*%#
"ශ්‍රී ලන්කන් එකෙන් හොරාකාපු වේස ගෑනු 95,000 ගැන කතා කරා වගේ",Hatespeech,"ශ්රී ලන්කන් එකෙන් හොරාකාපු වේස ගෑනු 95,000 ගැන කතා කරා වගේ"
ම්ම්ම් මට කලින් කියන්නොනි.. අර වේස පකී නිරෝශා...ඕකු හෙනම ජෙල .මන් කිව්වා අමාට..,Hatespeech,ම්ම්ම් මට කලින් කියන්නොනි.. අර වේස පකී නිරෝශා...ඕකු හෙනම ජෙල .මන් කිව්වා අමාට..
මේන බොලවු දබිලයට වේලා තියන දේ ඔකගේ සිවුර ගලවන්න ඔනා කට කකුස්සි වලක ඔබන්න ඕනා .අර වේස සමලි උලතියන්න ඕනා.,Hatespeech,මේන බොලවු දබිලයට වේලා තියන දේ ඔකගේ සිවුර ගලවන්න ඔනා කට කකුස්සි වලක ඔබන්න ඕනා .අර වේස සමලි උලතියන්න ඕනා.
කිංස්බරි එකේ ඉන්නේ අම්මට හුකන කැරි වේස පොන්නයෝ. දෙන සේවාවක් හරියට දෙන්නේ නෑ. හැබැයි සේවා ගාස්තු ටික නම් හරියට අය කර ගන්නවා. මේවා ගැන කියද්දි ඇඩ්මින් මණ්ඩලේ ඉන්න කැරි පොන්නයෝ ටික අපිව block කරනවා.,Hatespeech,කිංස්බරි එකේ ඉන්නේ අම්මට හුකන කැරි වේස පොන්නයෝ. දෙන සේවාවක් හරියට දෙන්නේ නෑ. හැබැයි සේවා ගාස්තු ටික නම් හරියට අය කර ගන්නවා. මේවා ගැන කියද්දි ඇඩ්මින් මණ්ඩලේ ඉන්න කැරි පොන්නයෝ ටික අපිව block කරනවා.
කිංස්බරි එකේ ඉන්නේ අම්මට හුකන කැරි වේස පොන්නයෝ. ට්වීටර් ඇවිත් හෙන ලයින් අල්ලන්නෙ පල මගෙ දෑහැට නොපෙනි,Hatespeech,කිංස්බරි එකේ ඉන්නේ අම්මට හුකන කැරි වේස පොන්නයෝ. ට්වීටර් ඇවිත් හෙන ලයින් අල්ලන්නෙ පල මගෙ දෑහැට නොපෙනි
සුදු තාත්තී.... කියපු කටින්ම තමයි.. වේස බල්ලා කියන්නේ..,Hatespeech,සුදු තාත්තී.... කියපු කටින්ම තමයි.. වේස බල්ලා කියන්නේ..
අගමැතිකම් ඇමතිකම් වේස ගෑණු වගේ පිම්පියන්ට ඕනේ ඕනේ විදිහට විකිනෙන රටක් නම් ඇමරිකාව තමයි ඉතින්,Hatespeech,අගමැතිකම් ඇමතිකම් වේස ගෑණු වගේ පිම්පියන්ට ඕනේ ඕනේ විදිහට විකිනෙන රටක් නම් ඇමරිකාව තමයි ඉතින්
මේ ට්වීට් එකෙන් යම් කිසිවෙකු අපහසුවට පත් වන්නේ නම් තරහා අවසර. අරුං අර වට වෙලා කෙල්ලෙකුට නෙලනකොට හිතෙන්නේම මෙන්න මේම දෙයක්. කට කෑවත් කියන්ඩම වෙනෝ ඉතිං. මල්ලේහ්.... මෑ මලකින් පු& වත් ඇර ගත්තද ඔච්චරම නටන්නෙ. නොදකිං අඩු කුලේ පර වේස හැත්ත. ගංගා මෑණියන්ගේම පිහිටයි....!!!!,Hatespeech,මේ ට්වීට් එකෙන් යම් කිසිවෙකු අපහසුවට පත් වන්නේ නම් තරහා අවසර. අරුං අර වට වෙලා කෙල්ලෙකුට නෙලනකොට හිතෙන්නේම මෙන්න මේම දෙයක්. කට කෑවත් කියන්ඩම වෙනෝ ඉතිං. මල්ලේහ්.... මෑ මලකින් පු& වත් ඇර ගත්තද ඔච්චරම නටන්නෙ. නොදකිං අඩු කුලේ පර වේස හැත්ත. ගංගා මෑණියන්ගේම පිහිටයි....!!!!
ලංකාවේත් ඉන්නවා ගැබිනි මවක් උනත් බඩුවක් වගේ දකින් මහ වේස හැත්තක්..කටු කම්බි වැලක් කොසු මිටක ඔතලා පිටිපස්සෙන් ඔබන්න ඕනේ ඕකුන්ට ඇමිනෙන්න..,Hatespeech,ලංකාවේත් ඉන්නවා ගැබිනි මවක් උනත් බඩුවක් වගේ දකින් මහ වේස හැත්තක්..කටු කම්බි වැලක් කොසු මිටක ඔතලා පිටිපස්සෙන් ඔබන්න ඕනේ ඕකුන්ට ඇමිනෙන්න..
සන්නස්ගලගෙ අම්මට කියල තමා අක්කෙ කියන්ඩ තියෙන්නෙ.. සින්හල එවුන් පකයො. මුස්ලිම් එවුන් මිතුරො. මේ වගේ වේස හැත්ත තමයි වර්ගික ගැටුම් වලට මුල.,Hatespeech,සන්නස්ගලගෙ අම්මට කියල තමා අක්කෙ කියන්ඩ තියෙන්නෙ.. සින්හල එවුන් පකයො. මුස්ලිම් එවුන් මිතුරො. මේ වගේ වේස හැත්ත තමයි වර්ගික ගැටුම් වලට මුල.
වැරදි දේට වැරදී කිව්වාට කොටින්නටනම් කඩේ යන්නේ නෑ මේ පන තියනකම්. වේස බල්ලො,Hatespeech,වැරදි දේට වැරදී කිව්වාට කොටින්නටනම් කඩේ යන්නේ නෑ මේ පන තියනකම්. වේස බල්ලො
මේ වේස බල්ලො බැල්ලියෙක් දැක්ක ගමන් පාර හරහා පනිනවා ඇහිල්ලක් බැලිල්ලක් නැතුව. තව පොඩ්ඩෙන් එක බැල්ලිගේ පුතෙක් පරලොව යනවා වාහනේ වැදිලා,Hatespeech,මේ වේස බල්ලො බැල්ලියෙක් දැක්ක ගමන් පාර හරහා පනිනවා ඇහිල්ලක් බැලිල්ලක් නැතුව. තව පොඩ්ඩෙන් එක බැල්ලිගේ පුතෙක් පරලොව යනවා වාහනේ වැදිලා
"අම්මපා, ඉන්දියන් වේස බල්ලෝ එන එකට කටක් අරින්නේ නෑ, මෙතන එන්වා NSBM වහන්න, ගොං යක්කු",Hatespeech,"අම්මපා, ඉන්දියන් වේස බල්ලෝ එන එකට කටක් අරින්නේ නෑ, මෙතන එන්වා NSBM වහන්න, ගොං යක්කු"
"උගෙ අම්මට වේස හාව! හෑ යකෝ,සිංහල උන් ඉන්න තැන් වලින් හරවල දෙන වතුර ටික උතුරට ගිහින් සිංහල උන්ට පාවිච්චියට ගන්න බැරිද?",Hatespeech,"උගෙ අම්මට වේස හාව! හෑ යකෝ,සිංහල උන් ඉන්න තැන් වලින් හරවල දෙන වතුර ටික උතුරට ගිහින් සිංහල උන්ට පාවිච්චියට ගන්න බැරිද?"
බල්ලන් එක්ක නිදාගත්තම නැගිටින්න වෙන්නේ මැක්කෝ එක්ක.. වේස ගෑණු එක්ක වාද කරන්න ගියාම වෙන්නෙත් ඕකම තමයි,Hatespeech,බල්ලන් එක්ක නිදාගත්තම නැගිටින්න වෙන්නේ මැක්කෝ එක්ක.. වේස ගෑණු එක්ක වාද කරන්න ගියාම වෙන්නෙත් ඕකම තමයි
අනේ මෙන්න මූ ජීවත් උනා ඇති ගහලා මරපියව් පොල්ලකින්,Hatespeech,අනේ මෙන්න මූ ජීවත් උනා ඇති ගහලා මරපියව් පොල්ලකින්
