text,Class
"""'සමතා බලවේගය' #මාරක20එපා යැයි #අධිෂ්ඨාණපූජාවට පැමිණීමට පෙර  #රැවන්විජේවර්ධන නිකමා තකහනියක් අැවිත් #මල්වතු/#අස්ගිරි මහනාහිමිවරැ වෙත විමල් වීරවංශට Jvpයට වන්දි ගෙවීමට මුදල් #පිණ්ඩපාතේට #මැදගොඩඅභයතිස්ස ස්වාමින්වහන්සේ #දළදාමාලිගාව ට වඩින බව දන්වා #අපාගත වන #මහාමුසාවාදයක් කරන ලදී🧐🤔 https://t.co/KDV4uPITD0""",Neutral
"""කෙත් වතු සරුසාරයි -වැවු අමුනු  පිරි ඉතිරි ගොසින් ලක් දෙරනේ පෙර මහා නගරය සන්තොසයි දකින්නට මෙසේ සැම කල්හිම නියගයෙන් තොර සදා . නමො බුද්දාය .මෙ සැම  ශ්‍රිමා බොදින්ගේ කරුනාවෙන් යලි ලක් දෙරනේ නව නායකුට ආශිර්වාදයක්ද — in Anuradhapura https://t.co/MdQmcmFGog""",Neutral
"""Gossip Lanka &gt;&gt; ගාලුමුවදොර පොර්ට් සිටි - මුහුද ගොඩ කිරීම අවසන් - ඊළඟට ගස් හා ගොඩනැගිලි: 2014 වසරේ සිට වසර 5 ක් තිස්සේ සිදු කළ කොළඹ වරාය නගරය ඉදිකිරීම සඳහා මුහුද ගොඩකිරීමේ අදියර මේ වනවිට සම්පූර්ණයෙන් අවසන් කර ඇති බව මහනගර සහ බස්නාහිර සංවර්ධන අමාත්‍යාංශය… https://t.co/9j5NMmBC7K""",Neutral
"""වෙරළු ගහ යට පුංචි කාලය කොහේ කොතැනද අහන මොහොතක මාවතේ දුරකතන හදවත නැවතුනා අනේ අම්මේ කාසි ඉවරයි ආදරේ බව කියන්නටවත් බැරි වුණා  ගමෙන් ගෙන ආ හීන කවරය තවම ඇත බෝඩිමේ ඇඳ යට සිහින විමසන මදුරුවන් මැද නිදාගන්නත් බැරි වුණා අනේ... https://t.co/zjOcwC6p0P""",Neutral
"""@amilaik @pcranawaka @sajithpremadasa @HarshadeSilvaMP @Sesiri @milindarj @AzzamAmeen @RajapaksaNamal @ErandaGinige @irajonline @SenaniSL @Malsha_K @ShehanSema @ryanpiyadasa @rathgamaya @Tre_Munasinghe @Chooti_Putha @OLDCHILD1700 @suneesashi19921 @dhammikathero @Maathalan @h_wimalabuddhi @LzOVyFgQ0O7f6Sx @FKV6TlYNlVRVGGG @ARrPBEnm7TvNOfW @d9K7dW89G0YjhQT @Indu_008 @MAHAMEGHA @sanjayastn @Maranadarab @piyasariya @TharangaDhuish1 @maHESHhArachchi @ShawnTheHBK @MikeMizaninSL @o9rYKBajUUK5rTI @zljRClvLMgRiJxG @kNqQHN1g1wK5QdN @DCRGunawardena 1978 යුගයට පෙර බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය වන මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය  1978 පසු මානප  ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය විසින්  රටම ණය උගුලක පටලවා ඇත දුෂණය උපරිමය https://t.co/cmHSLUVi3V""",Neutral
"""@waw1949 @MangalaLK 1978 යුගයට පෙර රජයේ බොරු සොබනා වියදම් වංචාව දුෂණය අවමය නොමිලේ සපත්තු ඇදුම් පැළදුම් පොත් නොදෙන ලදි මැති ඇමතිවරු හට ඉන්ධන අධිකව වැය වන මිල අධික වාහන නොතිබුණි අවුරුදු පහෙන් විශ්‍රාම වැටුප් නොගෙවිය  1978 ව්‍යාවස්ථා මානප  ක්‍රමය ක්‍රියාත්මක විවෘත ආර්ථිකය විසින්  රටම ණය උගුලක පටලවා ඇත https://t.co/t4es0ahrzO""",Neutral
"""අද ඔබ කොතැනද අද මා කොතැනද දන්නේ නෑ ඔබ මටත් හොරා ජීවන මහමග සටන් වැදී ඇත නාඳුනනා පෙම්වතුන් වෙලා  මේ ඉරහඳ යට හමුවී ආදරයෙන් කතා කරපු අය සෙනේ වඩපු අය ළඟපාතකවත් නෑ  #LakFM""",Neutral
"""කෝටි 6කට අධික හෙරොයින් තොගයක් සමඟ පුද්ගලයෙක් අත්අඩංගුවට https://t.co/GxbSYP812P""",Neutral
"""සුළු වලියෙන් පසුව ඩ්‍රයිවර් මහතා අධික වේගයෙන් බසය ධාවනය කරන්නේ වලියට ආ අනිත් මගියාගෙන් පළි ගන්නට විය යුතුය.  ඒත් මගියා බසයෙන් බැස ගොසිනි•""",Neutral
"""සිනමා පටයක මෙන් කෙන්යාවේ ත්‍රස්තවාදීන් මෙල්ල කළ සුපිරි වීරයා https://t.co/r2BAKQc8kJ""",Neutral
"""@maalupaan @TheFullSt0p මං මගේ අදහස කිව්වේ ඉතිං. 😂""",Neutral
"""වසන්ත සෘතුව වෙත වර්ෂයක් හිමි නැත එහෙත් මල් මෙන් පත්ය  හැම තැන සිසිරයේ හිම මල්ය  සුළඟ හා පැන යන   අමාලි මුණසිංහ උදුවප් 2018""",Neutral
"""@SHAN_EVO_ කොටු පනින්න බෑග් අරන් යන්නෙ අහවල් එකාද බොල ? 😂""",Neutral
"""@DeV_DaZ මේ කොටු පනින්න යන ගමනක් වෙන්ටෑ 😂😂😂""",Neutral
"""හැමොගෙම ජිවිත වෙනස් වේන්න එක තප්පරයෙක් ඇති 💡මේ මුලු ලෝකෙටම විශෙශ්ෂ කෙනෙක් වේන්න #2brothers""",Neutral
"""2003 මම BnS ලඟට ආවෙ ග්‍රැෆික් ඩිසයිනර් කෙනෙක් විදිහට – හැමෝම ඉදිරියේ දිනේෂ් BnSලට වැඳපු වීඩියෝව මෙන් https://t.co/OTWZRRdCYq""",Neutral
"""රුපියල් 2000/- කට, කෑම බීම සියල්ල සමගින් පිහිනන්න, දුවන්න, පනින්න, ජල ක්‍රීඩා කරන්න, මුළු පවුලටම හිත https://t.co/lx2TpQnsVR""",Neutral
"""රාජපක්ශ යුගයේ ඝාතනය වූ ලසන්ත පිලිබඳ ඝාතන පරීක්ශන මුළු මනින්ම නොමග යවන්න කළ තවත් සැලසුමක් .... https://t.co/pD3PGwCtdJ""",Neutral
"""නිලී වයස ගණන් කරන්නේ අධික අවුරුදු වලින්ද බං?  #10yearchallege""",Neutral
"""@Sansajran මුළු මුහුනම පෙන්නලා අපිත් එකක් දාමුද?""",Neutral
"""අනුංඟෙ කූඩුවල බිජු නොදමන්න .. මුලු සංහතියක්ම රැකේවි.. https://t.co/rS5NAkfmlq""",Neutral
"""තමන්ගේ නොහැකියාව සගවා ගැනීමට අනුන් හට චෝදනා නගන සම හරක් සිටින සමාජයකි මේ......""",Neutral
"""මිනීමැරුම් 650කට අධික ගණනක් සිදුකල ලෝක ඉතිහාසයේ මෙතෙක් බිහිවූ යකඩ ගැහැණියගේ බිහිසුණු කතාව https://t.co/NxSZ4e5hhh""",Neutral
"""නුඹ කරන චෝදනා මුලු හිතම පාරනා අාදරේ සුසුම්  උඩු සුලගෙ පාවෙනා බය හිතෙන චෝදනා දුක එක්ක හැංගනා තාම උනුහුමයි ඇස් හඩන කාරනා""",Neutral
"""@Chandhi_Surangi @Amashani_Herath මම පොස්ට් එකට අදාලව රිප්ලයි එක විතරයි දැම්මේ විස්වාසය හැමොම රකින්න ඕන""",Neutral
"""මත් පෙති ලක්ෂයකට අධික ප්‍රමාණයක් අත්අඩංගුවට https://t.co/KSlIJCAH6T""",Neutral
"""කාමරේ... මුළු පුරා...  නෙක පොත පත විසිරිලා... මං ඔහේ... ඉන්නව ඉතින් බල බලා... 🎶😵""",Neutral
"""නුඹ කරන චෝදනා මුලු හිතම පාරලා😢 ආදරේ ඇයි මෙච්චර වේදනා 😢💔👇 https://t.co/1n6HUi7ko5""",Neutral
"""නායකත්වයව සහ කණ්ඩායම් පිලිබද ගෝඨාභය රාජපක්ෂගේ අදහස. #lka https://t.co/0zlDX4FrSX""",Neutral
"""තමන්ව විස්වාස කරන පිරිමියාගේ විස්වාසය රකින්න..  එතකොට ගැහැණිය ගැන තියෙන ගෞරවයත් රැකේවී..... https://t.co/VXIsr3O52Q""",Neutral
"""රනිල් තුමනි,  ගුවන් යානා නොඑන ගුවන් තොටුපළ ✈️🛬🚫 මෙන් තවත් සුදු අලියෙක් බවට පත්වීමට ඉඩ තිබුණු වරාය නගරය, විදේශීය ආයෝජන 💰 කාන්දමක් ලෙස අද්දවන වාණිජ නගරයක් බවට පත් කිරීමේ කර්තව්‍යයට මුළු රටම ඔබට අද ණයගැතියි.   එ් ණය අර මහ බැංකු සීන් එකට හිලව් කරගන්න බැරි වෙයිද දන්නේ නැහැ. 💵 https://t.co/OhQVqrZ7dr""",Neutral
"""මං විශ්රවස් නං ඔය කථාව ලියන වල්පරයෙගෙ පුක තුන්සිය බිලියන විසි එක දෙබිලියන  දහසයට පැලෙන්න කියලා  සා........ප කරනවා!""",Hatespeech
"""@rosakumari1986 මරු පුක මටත්""",Neutral
"""@namila007 සර්ලයි පුක නෑ, තන් නෑ, බ්‍රා ඕනිම නෑ.. ශෝල්ඩර් මිනිහෙක්ගෙ වගේ කියල හදන්න  අපිට පොටෝසොප් බෑනෙ..""",Neutral
"""මට මෙච්චර කාලෙකට ඉඳගෙන ඉද්දි හිතිල තියෙන්නෙ  ""දැන්නම් ඉඳගෙන ඉඳලම පුක රිදෙනව වගේ""  කියල විතරයි ප්‍රෙන් 😂💥🔫  #ඉදගෙන_ඉද්දි_හිතුනා""",Neutral
"""@itzJambole ඩොට් ඩොට් විතරක් නෙමේ ටීවී එකේ තව අවුලක් තියනවා වගේ ලොකුයි තමා හැමෝම දන්නවා . ඒ  වුනාට ඔච්චරම ලොකු නෑ මයෙ හිතේ 😅😅😅😅🔫 #පුක""",Neutral
"""බුදාම්බෝ හුත්තො වට්දපක්! 😂😂😂😂😂👌🔥💯 https://t.co/HNtODl6nBL""",Hatespeech
"""@dilanka25 @kazZtr_ ආයෙත් අහල. අපි මෙහෙ පුක ඉරාගෙන උන්ගෙ මැච් බලනව""",Neutral
"""😂🤣😂🤣😂🤣😂🤣 සිරි ලංකොන්         කැරි කොට් 😂🤣😂🤣😂🤣😂🤣""",Hatespeech
""""" ඕකුන්ට පුක මහලා බඩ යන්න බේත් දෙන්න ඕන ""  හපෝ මැහුම් අස්සෙන් ලීක් උනොත් ශවර් එකෙන් බොක ගියා වගේ තියෙයි....  #ඉදගෙන_ඉද්දි_හිතුනා""",Neutral
"""@maalupaan ඇත්ත වෙන්න පුලුවන්.උබ තරම් පුක ගැන දන්න කවුරුත් නෑනේ මේකේ 😂😂""",Neutral
"""@hashhotrebz සිරාවට? 😂 ඔයා වගේ පොඩි ඇච්චෙක් කියන එව්වට රිදෙයිද අනේ මට 🤭 කඩේ යන නොයන වග පේනවනෙ මේ අදාලම නැති එකකට ජනේලෙන් පුක දෙද්දි 😂""",Neutral
"""@dj_thimira @rasikalink ඕකාගෙ අලි පුක නෙහ්. පේන්න බැරි පොඩි පකයෙක්""",Hatespeech
"""නාසි කැරි කපිතාන්...  කාලා බලන්න. මැලේ කෑම කඩවල තියෙන රස කෑමක්  #FoodReviewsLK https://t.co/opBpyZdwr2""",Hatespeech
"""@Wind_Desika පුක හෝදන්නෙත් නෑ කියලා කියපං දැන් ඉතින්""",Neutral
"""@buddhika_86 @mushi_lk ඔවු ඔවු. හැබැයි ඊට වඩා ප්‍රසිද්දයි කිරි කට්ටට කැරි දාන පොඩි අප්පොලෑ වලවුව කීවම""",Neutral
"""@Dhanush21417946 නෑ යකො අපෙ ගෙදර බැල්ලි කෙල්ල""",Hatespeech
"""https://t.co/Te77YxbrTJ පුක පෙන්නන් නැති හින්දා අවුලක් නැද්ද අපේ හාමුදුරුවනේ? මේ කරන දේ හරිද? #lka  #SriLanka""",Neutral
"""උඹ මොන රූප සුන්දරී උනත් වැඩක් නෑ   පුක ලොකුවට නැත්තම් ආයි පස්ස හැරිලා බලන්නේ නෑ 😂😂""",Neutral
"""@Anura1967Anura පුක පුක නොකිය රෝස මල කියන්නද😂😂 අනේ යනෝ හාලෝ යන්න""",Neutral
"""@chav_ රෙන්ට නැති පුක, මාමයිට් ගාන්නද ;)""",Neutral
"""@CIDDumiya @nisha_beauty1 හුත්තො 😂😂 ෆේක් එකක් 😂😂😂""",Hatespeech
"""@itzJambole @akhilasg @NileeGamage @sheshandj පුක හපනවා අල්ලලා 😬😬😬""",Neutral
"""@Ma_Du_Ka බැල්ලි කෙල්ල""",Hatespeech
"""රෙණ්ට නැති පුක කොස් කොටන්නද? 🤔""",Neutral
"""@PinkySandaruwni අපෙ බැල්ලි කෙල්ලගෙ නමත් පිංකි""",Neutral
"""@Nadeez__ @PinkySandaruwni ඒ අපෙ බැල්ලි යකෝ""",Neutral
"""@SLpathumaa @dinu_nilmini සෝන ට්‍රෙන්ඩ් වෙන්න බම් ගෑනුන්ට බඩුව කිව්වෙ නෑනේ.ඉස්සරවෙලා  පුතේ පූර්ව ලමාවිය සංවර්ධනය කරගෙන වරෙම් මගෙ අම්මා.🤗🤗🤗""",Neutral
"""@_ArEreP_NeEvArT @dead_mans_creed පුක පලාගන්ඩ තියෙනවනේ😂""",Neutral
"""@Dilan_Perera45 උඹේ පුක ගැන දන්නෑ තමා😂""",Neutral
"""@Aruna4udara @maalupaan @Thish_D කැරි වැඩ කරන්න එපා ඕයි 😂""",Neutral
"""@da_sukiya ආතල් එකට ඕයි කිව්වේ 😂 තෝ කොහේ අපිට කැරි වැඩ කරන්නද 😂🌺""",Hatespeech
"""@da_sukiya ඔව් ඉතින් උඹ මහා අමුම කැරි වැඩක් නේ කරේ""",Hatespeech
"""@Sujith_Ayya @iamshazni @AzzamAmeen සුජිත් ගිහිල්ලා පුක දියාං මෙතන පච ගහන් නැතුව.""",Hatespeech
"""@dilbolz පුක ඕකේ මාත් ඕකේ ඇදනම් නොට් ඕකේ 😂""",Neutral
"""ෆ්‍රෙන්ඩ්ස්ල මට කැරි වැඩේ කළා ඒනම්.. ඕකෙ ෆ්‍රෙන්ඩ්ස්.. වෙයිට් ඇන්ඩ් සී. 🤪🤪🤪🤪🤪🤪""",Neutral
"""@lishwebber @maalupaan අනේ එපා.  මහත්තුරු දාගන්නෙපා අපේ පීචං Group වලට. පුක කහන්න ත නියපොතු නැති උනාට CCC Talks අත අරින ඕකුන් නැති එකම හොඳයි""",Hatespeech
"""පම්පෝරිනම් ගහනවා පුක කහගන්න නියපොත්තක් නැ ඒ වුනාට .😂""",Hatespeech
"""@Kesara_96 හුකපන් මෝඩයා""",Hatespeech
"""@MaithripalaS @ADB_HQ ඔන්න සිංහලෙන් ම කියන්නම්... පුක තමයි. #SriLanka""",Neutral
"""@anuwa01 @Umezhh @NileeGamage මාත් මේ පුක වලලං මැරෙන්න හදනගමං 🤣🤣🤣🤦""",Neutral
"""@Umezhh උඹත් නිකා ඉන්න එපා @itzJambole පුක වැඩී කියල දාපං.""",Hatespeech
"""@rasikalink ගෙ පුක කහන කහන පාරට එක එක ඒවා කරනවා, ඒවට එක එක නිල මැස්සො වහලා ඔහේ නටලා උන්ට ඇති උනාම උන් යනවා.. ටික දවසකින් මූ කියනවා තවත් අලුත් දෙයක් කරන්න ඕනෙ කියලා, තව නිල මැස්සො ටිකක් සෙට් වෙනවා.. ඕයි හදපන් ඇප් එකක් CTB එකට වෙලාවල් රූට් ගනන් හිලව් වගේ දේවල් දාලා..""",Neutral
"""@dead_mans_creed අපිත් ඉතින් ලොකු චරිතයක් නම් නිකම් පුක දෙනවානේ. මොකටද ? ඌ මගේ බදු සල්ලි වලින් සැප විඳින එකෙක් මිස මට සතයක්වත් දීලා තියෙන එකෙක් නෙවෙයි නේ""",Hatespeech
"""@NipunaDK @Sujith_Ayya රනිල් අගමැති කරන්න පුක ඉරාගෙන කඩේ ගිය උන්ට ඌ චිචීගෙ වෙඩිමට ගිය එක හෙනම අවුල් වෙලා.. උඹල වෙන එකෙක් අගමැති කලා නම් ඌ තමා රනිල් වෙනුවට යන්නෙ.. ඒ ගියේ රනිල් නෙවෙයි ලංකාවෙ අගමැති.. මහින්ද මොනා කරන්නද බං උඹල ඌවගේ ලෝක හොරෙක් අගමැති කරගත්ත එකට.. ඒ😂😂""",Hatespeech
"""අකු දිසානායක විසින් ජවිපෙ එජාපයට පාවා දෙනව කියන අය ගොඩක් දුරට විමලාවතී පාක්ෂිකයො. බැරිවෙලා විමලාඔතියා ජවිපෙ නායකයා වුනානං පක්ෂෙ මහින්ද මහත්තයට පාවා දෙද්දි පුක උඩ දාගෙන නිදාගන්න එකයි කරන්නෙ. ඒ හින්දා යූ එන් පී ගූ... https://t.co/cVvpv6BxD2""",Hatespeech
"""ජෝඩුවක් ජිගියදාද්දි ගෑනිට පඩයක් ගියා. ගැහිල්ල නවත්තපු මිනිහ ගෑනිගෙ නිකටෙන් අල්ලල හුරතලෙන්කීව මගෙ කුක්කු පැටියට බෝම්බයක් ගියා කියල. මෙහෙම දෙකතුනක්වුනාලු. වැඩේ ඉවරවෙලා දෙන්න පැත්තවැටිල ඉද්දිත් ගෑනිට පඩයක් ගියා. අනිත්පැත්ත බලාගත්ත මිනිහ අප්පිරියාවෙන් කීව ඉඳකිං හුත්ති පඩමයි අරින්නෙ https://t.co/rOGobwQvug""",Hatespeech
"""@thila794 ආයෙත් අහලා. මැදිහත් වෙලා වැරැද්ද හදන්නත් හදලා, ආයේ මොකටද නිකං ඌව අපහසුතාවයට පත්කරන්නේ තියලා හිතලා නිකං හිටියා. ඒත් ඉතිං පුක හිනාවෙන එක නවත්තන්න අමාරුයි. 😂""",Neutral
"""@_teuflisch අපි තුන වසරෙදි තමා සඳමාලි ටීච ඉස්කෝලෙට ආවෙ. එයා තමයි ඉස්සෙල්ලම අපේ ගම් පලාතෙ ඇහිබැම හැඩ කලේ. රවුං පුක, තනි කරලට ගොතාපු දිග කොන්ඩෙ, හවස ඉර බහිද්දි අහසෙ පාට වගේ පාට හම . . . අම්මෝ ඉතිං, ඉගෙනගන්න එක පැත්තකින් තියල බදාගන්න හිතුන වාර අනන්තයි අප්‍රමාණයි""",Neutral
"""ඔයාලා සිංගප්පූරුව මැලේසියාව පැත්තේ යනවා නම් මේ මී කැරි කාලා බලන්න. ලොකු ගාණක් නෑ. රසයි. බඩත් පිරෙනවා.  #FoodReviewsLK #FoodReviewSL  #Foodie  #Food #foodguide https://t.co/YQoxenv8Ky""",Neutral
"""@indika27 😂😂😂  මමත් නොදැක අහක බලං ගියා.   දැන් පියුමි හංසමාලිට ගොන් බඩුව කියලා බණින ඕකුන්ම තමයි කවදා හරි ඒකි අතේ සල්ලි ගැවසිලා ඒවා ආයෝජනය කරලා දියුණු උනොත් සාර්ථක කාන්තාවක් කියලා මල් තියන්නෙත්""",Hatespeech
"""මන් මහණ වෙනව අයියෙ   අම්ම ලග නිදි අයියෙ   මට ගෙදර අය ආදරෙ නෑ  පරණ කෙනා අතින් විතරයි ඇල්ලුවෙ ඒත් එක පාරයි  සල්ලි වලට නෙවේ ආදරෙ කරේ ඔයාට  ඩේටා ඔන් එකේම නින්ද ගියා  කිව්වනෙ ඒ මාමගෙ පුතා  ආ එ අපෙ නෑදෑයො වෙන අයිය කෙනෙක්  තාත්ත ෆෝන් එකගත්ත   අහුවෙන්න එපා හුත්තො ඕවා බොරු😂""",Neutral
"""පතිවත බිල්ලට දීලා ආදරේ හොයන මෝඩ කෙල්ලො අනන්තයි... පතිවත පූජාකරන්නෙ ආදරේට... එතනින් ඉවරවෙන ආදරෙන් අස්සෙ අලුත් ආදරයක් ලැබුනම ඇත්ත කියන්නෙ අවංක කමට ඒකෙන් ප්‍රයෝජන අරන් අයින් කලාම ඒකී බඩුව තව ආදරයක් හෙව්වම ඒකී පට්ටම බඩුව..  මේ  කිව්වෙ අහිංසක වගේම ජීවිතේ නොහිතා වරද්දගන සමාජෙට බඩුවක්""",Neutral
"""ජාතික අනේ හුකපං කැරි පොන්නයෝ පක්ෂයේ සාමාජිකයෙකු ජවිපෙ සාමාජිකයෙකුට දැමූ කමෙන්ටුවක් පළවෙනි රූපයෙන්ද ජා. අ.හු. කැ.පො. පක්ෂයේ නායක තුමාගේ සහ ලාංජනයේ රූපයක් දෙවෙනි රූපයෙන්ද දැක්වේ.""",Hatespeech
"""මේ අද ඊයෙ ඇටෙන් පොත්තෙන් එලියට ආපු උන් ""ගින්නෙන් උපන් සීතල"" film එක බලලා ""අප මැරුවද අප විසින් නැගූ හඬ සදා නොමියෙනු ඇත"" කියලා සෙල්පියක් දානකොට තමා පුක හපන් මැරෙන්න හිතෙන්නෙ. 😂😂😂""",Hatespeech
"""@sunandadesh මහත්තයො.. එ හිටියෙ කොටි අයෙත් ඔනෙ .. ලංකාවේ වෙනම රාජ්‍යයක් ඔනෙ කියලා.. එහෙ ඉදන් පුක ඉරාගෙන කෑ ගහන උන් .. නැතුව දෙමල මිනිස්සු නෙමෙ.. දෙයියනෙ යනෙ කියලා එ මිනිස්සු අපිත් එක්ක හොදින් ඉන්නවා.. ලංකාවේ යුද්දෙ තිබ්බෙ කොටි එක්ක මිසක් දෙමල මිනිස්සු එක්ක නෙමෙ.. නිකන් බොරු නොකියා ඉන්න.""",Hatespeech
"""මෛත්‍රීපාල සිරිසේන නම් රියල් පොන්නයෙක්.   මත්ද්‍රව්‍ය මඩලන්න විධායක බලතල තියෙද්දි, ඉස්කෝල වලට ගිහින් බොරුවට 'මත්ද්‍රව්‍ය නිවාරණ' වැඩසටහන් තියෙනවා.   දුම්වැටි, අරක්කු, දුම්කොළ එක නියෝගයකින් තහනම් කරන්න අවස්ථාව තියෙද්දි මේ කරන්නේ මොන පොන්න වැඩද?""",Hatespeech
"""@SLpathumaa මල්ලී උඔව කොන් කරද්දී මං හිතුව උඔ පොඩි එකෙක් එච්චර තේරුමක් නැතුව කියවනවා කියලා එත් මෙකේ උන් උඔ ගැන කිව්ව ඒව හරි උඔලා වගේ උන් ට්‍රෙන්ඩ් වෙන්න ගැහැණියක් ට බඩුව කියන්න පුලුවන්  උබේ අම්මා ට හරි නංගිට කවුරු හරි එහෙම කිව්වොත් කට වහගෙන පලයන් හොදේ මොකද උනුත් ට්‍රෙන්ඩ් වෙන්න එහෙම කියන්නේ""",Hatespeech
"""@mara1985r @maalupaan @Nadeez__ @UdaraYapa90 අහ් දැන් දැක්කේ. ඔයා ඔය දාලා පොටෝ දෙක ගහපු උන් දෙන්නා මගේ යාළුවෝ. උන් මේක දැක්කා නං පුක හපාගෙන මැරෙයි ඕයි. 🤦🏿‍♂️""",Neutral
"""රෙද්ද ඉස්සුවේ සල්ලි වලටද, මෝල වැඩි කමටද, ෆිට් එකටද, ලව් එකටද අදාල නැතුව ජින්තු ටික ගියාට පස්සේ රෙද්ද ඉස්සුව එකීට බඩුව කියල හංවඩු ගහන්න කලින්....  රෙද්ද උස්සපු පලියට නොගහා උන්න නම් අහවරයිනෙ.  වැඩෙත් කරගෙන හතර අතේ කියවන උන් නම් ඊයා.  පාරෙන් ඇහුන සීන් එකක් මහත්තයෝ වද්ද ගන්න නම් එපා.""",Hatespeech
"""හැම එකාටම සර් ගාගෙන හෙන ශාස්ත්‍රීය විදියට හිට් වෙන්න හදපු එකෙක් උන්නා පස්සෙ ඌත් සාමාන්‍ය ට්‍රැක් එකට වැටුනා දැන් ඌ වැඩකරන්නෙ ඇම්බැක්කෙ ඕ ඕ එක එකාගෙ කැටයම් කපනවා. තව පොඩියට ලොකු තැන් වලට පුක දෙනවා හිට් වීම උදෙසා...  අපිට උන්ගෙන් ආතල් ගන්න එපා කියලද කියන්නෙ  😂🔫""",Neutral
"""පෝයට යන්නේ සිල් ගන්න මහමෙව්නාවේ ඇවිල්ලා දෙන්නේ සත්තුන්ට පොලු වලින්..😂 අම්බේ සීලේ..රෙද්ද පල්ලේ බේරනවා පූසට කවුරු හරි ගහලා ඌ මැරුණා අද කවුද කරේ කියලත් දන්නවා.වරෙන්කෝ හුත්ති අද සිල් ගත්තා කියාගෙන.8 සීලෙම කියාදෙන්නම් මං..  #පට්ටෟත්ති""",Hatespeech
"""හැම එකාටම සර් ගාගෙන හෙන ශාස්ත්‍රීය විදියට හිට් වෙන්න හදපු එකෙක් උන්නා පස්සෙ ඌත් සාමාන්‍ය ට්‍රැක් එකට වැටුනා දැන් ඌ වැඩකරන්නෙ ඇම්බැක්කෙ ඕ ඕ එක එකාගෙ කැටයම් කපනවා.තව පොඩියට ලොකු තැන් වලට පුක දෙනවා හිට් වීම උදෙසා...  අපිට උන්ගෙන් ආතල් ගන්න එපා කියලද කියන්නෙ  😂🔫  S kumaraya Writes https://t.co/0ALCa49kNb""",Neutral
"""ෆයන්න කික්කි අල් නයන්න ගෙල් යන්න ෆකින් හෙල් හුත්තො! 😂😂😂👌💯🔥 https://t.co/M24YBpJBSs""",Hatespeech
"""Tweet ටික මකලා හුත්තො 😂""",Hatespeech
"""@anuwa01 ඔව් යකෝ.දැන් කනවැල අල්ලන් යන්නේ.😂 ඇහ කන වෙලා කන කට වෙලා කට පුක වෙලා පුක ....""",Hatespeech
"""@thiiish වට්ටක්කා පලු වගේ පුක නොකියා මාරි පෙට්ටිය වගේ පුක කියන්න තිබ්බ""",Neutral
"""කෝ හුත්තො මේ කීබෝඩ් එකේ යන්සෙ?""",Neutral
"""@itzJambole කැරි පුකක්නේ ඕයි ඕක. 😂😂😂""",Neutral
"""@dmperera1996 වේසි වගේ දොඩවනවා ඕයි ඌ 😂""",Hatespeech
"""දැන් නම් මේ හුත්ත එපා වෙලා තියෙන්නේ""",Hatespeech
"""@itzJambole පුක 😱""",Neutral
"""@ssudaraka යන අයගේ පුක අස්සේ බලනවා ලූ""",Neutral
"""@Wind_Desika මොකට බය වෙනවද ?..මුන් හොදයි බං හරක්ගෙ පුක අස්සට අත දාල ගොම ටික එලියට ගන්න 😂""",Neutral
"""@maalupaan වැදගත් විදියට පුක කියන්නේ එහෙමයි. 🤭""",Neutral
"""RT @itzJambole: මගෙ පුක ට්‍රෙන්ඩ් වෙනව මම දන්නෙත් නෑ 😂""",Neutral
"""බිලි ගන්නෝ 😂 ඊයේ ෆෝම් කර එකා වේසි වගේ තාම කියවනෝ https://t.co/7foCv6r4Pe""",Neutral
"""කොණ්ඩෙ කපන්න ආව. කැරි පෝලිම ☹️""",Hatespeech
"""RT @ExcuzeMiReturn: මේකේ සිරාවට පොන්න වැඩ කරන උන් ටිකකුයි පර වැඩ කරන්න ගෑණු ටිකකුයි ඉන්නවා. 😅 ඒ වැඩ කරන උන් ටික දන්නවා මෙ උන්ට කියන්නේ කිය…""",Hatespeech
"""@imNaviya JVP රෙද්දවල් තියෙන්නේ ඕකුන්ගේ ඔලුවල..😏මුන්ට ඇතුලේ ඉද්දි සමාජවාදය...එලියට ආවාම job හොයන්න office වලට පුක දෙනවා😂""",Hatespeech
"""@Umezhh අපිට තලයි කනෙන් කැරි එන්න 😂""",Neutral
"""@MinuraSandamith කැරි පොන්නයෙක්""",Hatespeech
"""වලියක් ගියාම මම තමයි කැරියා. උබල මොක්කුද කියල කුල මල ඇදල ගන්න උන් ඉන්නව නේද ගහන්න ඕන කනෙන් කැරි එන්න පක්කු""",Hatespeech
"""@DraXTwitt ඈ හුත්ත උඹ දන්නවද ඌ හිඟන්න කියල. 🙂""",Hatespeech
"""@rasikalink මේ හුට්ටා ගිණි තියල පොරි කනවා. ගගප් කනෙන් කැරි එන්න 😂""",Neutral
"""@nam3chang3d එපා චීත්තේ පුක හාරගෙන ඇතුලට යාවි 😂""",Neutral
